,index,age,Emp_Tenure_Years,Tenure_with_Bank,region_code,NetBanking_Flag,Avg_days_between_transaction,cc_cons_apr,dc_cons_apr,cc_cons_may,dc_cons_may,cc_cons_jun,dc_cons_jun,cc_count_apr,cc_count_may,cc_count_jun,dc_count_apr,dc_count_may,dc_count_jun,card_lim,personal_loan_active,vehicle_loan_active,personal_loan_closed,vehicle_loan_closed,investment_1,investment_2,investment_3,investment_4,debit_amount_apr,credit_amount_apr,debit_count_apr,credit_count_apr,max_credit_amount_apr,debit_amount_may,credit_amount_may,credit_count_may,debit_count_may,max_credit_amount_may,debit_amount_jun,credit_amount_jun,credit_count_jun,debit_count_jun,max_credit_amount_jun,emi_active,account_type_saving,gender_M,Income_LOW,Income_MEDIUM,pred_cc_cons
2876,17876,33.0,7.800000000000001,4,864.0,1,6.0,22964.01,1352.5,6125.58,690.48,4494.0,25269.0,43.0,10.0,6.0,5.0,2.0,1,379000.0,1,1,1.0,1,7300.0,165970.9,23032.0,20513.0,104291.68,62899.41,24.0,30.0,33868.07,56813.21,15281.76,35.0,5.0,61491.0,22644.0,18205.0,3,54.0,50141.0,4248.92,0,1,0,0,138766.08333333334
2877,17877,64.0,30.8,8,249.0,0,17.0,1832.97,5916.0,24256.08,12971.5,1790.16,6084.0,8.0,84.0,27.0,1.0,56.0,9,75000.0,1,1,1.0,1,8531560.0,25404.0,3850.0,12174.0,46842.42,62555.02,67.0,30.0,10100.0,186357.61,24648.0,43.0,20.0,14121.0,67876.02,47253.77,4,68.0,92888.0,4064.09,0,1,0,1,176887.75
2878,17878,67.0,23.5,10,269.0,1,14.0,81564.54,356.0,53763.45,700.0,37483.55,4869.0,10.0,36.0,67.0,1.0,25.0,47,195000.0,1,1,1.0,1,54860.05,197800.0,13873.0,2351.0,57720.95,115693.0,23.0,4.0,20050.0,23689.43,64428.0,5.0,44.0,26950.0,41541.0,43890.0,62,32.0,26415.0,39645.85,0,0,0,1,153482.16666666666
2879,17879,40.0,8.0,3,796.0,1,3.0,6606.89,29461.02,11976.0,30843.0,3199.0,3203.34,136.0,36.0,74.0,3.0,5.0,2,402000.0,1,1,1.0,1,53374.97,152664.0,4000.0,12415.0,6131.67,29871.17,87.0,2.0,25677.0,9483.0,21092.0,16.0,108.0,17541.0,51249.0,89361.0,4,1.0,16190.0,525.77,1,1,0,1,181587.5458333333
2880,17880,53.0,13.200000000000001,8,537.0,1,2.0,24110.13,7334.0,34639.73,6046.0,3382.51,4695.52,2.0,10.0,27.0,4.0,17.0,13,213000.0,1,1,1.0,1,154363.25,360000.0,15477.0,2337.0,67610.87,31887.0,70.0,36.0,240000.0,38440.35,75083.0,1.0,31.0,54428.0,136179.26,21000.0,5,22.0,48957.0,842.91,0,1,1,0,187206.75
2881,17881,33.0,11.700000000000001,8,324.0,1,17.0,6108.13,1012.51,17654.0,1460.5,10057.75,41199.0,7.0,7.0,7.0,4.0,1.0,5,402000.0,1,1,1.0,1,384550.05,159308.0,1526.0,-12179.0,15103.0,47207.27,6.0,0.0,95362.0,22411.39,24371.0,6.0,5.0,151726.0,32559.5,29656.0,4,58.0,18708.0,4950.88,0,1,1,0,124057.66666666667
2882,17882,33.0,9.1,5,748.0,1,18.0,34386.39,914.4,10791.0,15678.0,6156.0,3184.0,6.0,23.0,4.0,8.0,3.0,80,448000.0,1,1,1.0,1,55700.0,76365.24,4895.0,-6301.0,30111.64,73921.0,35.0,33.0,37646.0,42835.49,74923.0,4.0,7.0,109619.0,81957.25,49628.58,2,24.0,29326.0,4583.09,1,1,0,1,154476.16666666666
2883,17883,35.0,6.0,10,247.0,1,8.0,7306.0,5418.11,48901.62,312.0,4636.0,628.0,5.0,10.0,72.0,8.0,1.0,42,575000.0,1,1,1.0,1,208710.8,38173.0,2156.0,167.0,5677.01,30486.0,11.0,3.0,35146.0,102140.63,104291.98,2.0,8.0,12451.0,9040.0,123525.0,2,39.0,361.0,1355.2,0,1,0,1,153925.16666666666
2884,17884,35.0,12.0,6,274.0,1,20.0,14828.62,4950.77,4942.0,3394.5,1069.0,1048.0,6.0,30.0,7.0,2.0,3.0,12,83000.0,1,1,1.0,1,5210.85,9866.01,48950.0,5439.0,118227.57,185852.0,7.0,2.0,29900.0,19758.37,100020.0,6.0,7.0,24893.0,246844.79,91232.0,11,11.0,17486.0,1584.63,0,0,0,1,176366.0
2885,17885,28.0,4.800000000000001,1,249.0,0,4.0,56060.42,3617.59,9097.43,7366.41,18104.0,2871.0,29.0,19.0,4.0,5.0,1.0,1,400000.0,1,1,1.0,1,28482.5,79828.0,550.0,-4679.0,64083.0,36855.39,46.0,0.0,45266.0,75905.0,27405.0,45.0,77.0,31078.0,108984.84,31616.0,14,9.0,10040.39,8249.08,0,0,0,1,217642.41666666666
2886,17886,66.0,46.0,6,249.0,0,9.0,1725.85,9997.0,2103.0,3109.3,4726.345,3926.0,57.0,43.0,89.0,18.0,2.0,1,249000.0,1,1,1.0,1,13.785500000000004,7194.0,13873.0,6613.0,58678.34,37263.5,46.0,3.0,327000.0,35200.6,31496.0,3.0,8.0,15046.0,28932.52,98822.75,47,78.0,44172.0,3043.97,0,1,1,0,135497.91666666666
2887,17887,55.0,10.5,10,805.0,1,12.0,5660.84,421.0,1922.75,20118.0,2473.0,18528.0,3.0,77.0,27.0,3.0,11.0,62,232000.0,1,1,1.0,1,3070.5,158000.0,73217.0,-4679.0,23415.69,14250.0,69.0,18.0,30608.0,20248.4,5365.34,11.0,24.0,23195.0,18015.75,46826.43,13,76.0,93753.86,3340.91,0,1,0,1,152601.25
2888,17888,29.0,2.7,6,508.0,1,18.0,992.0,3079.55,519.0,1232.0,4496.7,12625.0,44.0,10.0,7.0,35.0,5.0,5,319000.0,1,1,1.0,1,88.0,232524.0,22000.0,-5998.43994,53992.81,60174.0,90.0,2.0,29500.0,25906.15,384.75,4.0,20.0,22011.0,119760.22,298.0,94,12.0,96193.0,13264.5,0,1,0,1,228381.0458333333
2889,17889,40.0,20.0,6,685.0,0,19.0,3908.5,34714.0,32549.86,6564.0,5998.0,12776.89,531.0,50.0,20.0,1.0,5.0,1,26000.0,1,1,1.0,1,32951.25,35421.67,1143.0,6885.0,39917.0,21878.0,35.0,26.0,78860.0,44741.41,44352.0,12.0,8.0,55300.42,26525.0,39399.0,2,35.0,21756.0,860.57,0,1,1,0,180480.25
2890,17890,44.0,21.6,3,385.0,1,11.0,7449.26,813.5,25406.13,5623.84,936.52,1205.0,26.0,56.0,13.0,20.0,3.0,4,109000.0,1,1,1.0,1,977377.25,6.0,183999.0,0.0,38529.35,29235.88,11.0,1.0,40447.0,45675.35,47100.0,6.0,69.0,43880.0,64483.27,18155.0,4,65.0,19940.0,269.03,0,1,0,1,190126.91666666666
2891,17891,66.0,9.200000000000001,1,536.0,1,10.0,57844.73,11316.0,3044.27,3134.2,60861.54,12134.27,10.0,5.0,29.0,1.0,3.0,17,75000.0,1,1,1.0,1,360978.37,326326.9,925.0,8572.0,4221.47,29441.0,67.0,3.0,8643.0,451535.4951000006,15403.0,9.0,82.0,87692.0,28584.0,43011.0,6,8.0,33846.0,4705.3,1,1,0,1,125584.5
2892,17892,27.0,7.0,8,325.0,1,17.0,16789.52,3338.0,7205.29,736.01,4415.56,13191.0,1.0,2.0,29.0,39.0,2.0,34,480000.0,1,1,1.0,1,138272.2,6.0,50000.0,20324.0,68622.13,37114.0,11.0,3.0,44898.0,266682.76,120749.1,5.0,8.0,63200.0,10089.0,5463.0,4,50.0,520.0,4555.0,0,0,0,1,153934.08333333334
2893,17893,34.0,12.600000000000001,5,485.0,1,9.0,3241.06,14614.0,4898.8,1109.0,12884.535,11199.28,10.0,10.0,13.0,50.0,2.0,64,378000.0,1,1,1.0,1,9118.35,95000.0,5905.0,5730.0,3255.13,48440.0,42.0,2.0,341875.0,10333.22,55691.3,2.0,50.0,27869.0,29346.69,6441.0,3,13.0,61017.0,6046.08,1,1,0,1,152492.75
2894,17894,47.0,2.7,10,966.0,1,15.0,2612.14,38477.0,43678.27,1929.0,4398.0,1287.0,10.0,1.0,84.0,35.0,46.0,34,58000.0,1,1,1.0,1,871.5,21577.06,15654.0,8572.0,11703.0,44305.0,16.0,2.0,46097.0,27020.9,184020.0,31.0,27.0,14726.0,21841.73,45479.4,8,106.0,11202.12,9466.04,1,1,0,1,167245.75
2895,17895,35.0,7.5,6,249.0,0,5.0,26787.945,39559.0,2593.5,2706.0,316.97,6738.0,10.0,30.0,87.0,4.0,1.0,4,520000.0,1,1,1.0,1,66191.5,194099.3,230000.0,5340.0,20756.5,1383.0,6.0,1.0,83907.0,17468.36,22654.0,43.0,50.0,344356.0,33268.37,43543.0,94,65.0,22729.0,8417.75,0,1,1,0,151376.54583333334
2896,17896,60.0,40.0,5,265.0,0,15.0,2005.81,1912.66,17537.0,1256.25,2188.0,3176.0,44.0,77.0,13.0,30.0,38.0,1,784000.0,1,1,1.0,1,6494.4,186474.96,130000.0,-6885.0,43520.12,65046.0,16.0,2.0,80685.0,72193.23,180424.0,7.0,59.0,156312.0,133949.81,77893.86,94,18.0,232.0,3112.71,0,1,0,1,144105.83333333334
2897,17897,32.0,1.2000000000000002,4,508.0,1,13.0,58293.35,60095.0,4111.53,7610.0,854.0,416.52,5.0,15.0,4.0,8.0,36.0,98,79000.0,1,1,1.0,1,2533020.0,22400.0,24619.0,1444.0,34214.14,48157.02,6.0,15.0,37231.0,53470.0,111997.75,1.0,108.0,51265.0,21265.55,64718.0,42,32.0,42067.0,18717.09,0,1,0,1,155389.29583333334
2898,17898,27.0,3.5,6,466.0,1,9.0,23465.0,6578.0,8385.5,7399.2,30451.6,26595.0,4.0,10.0,23.0,20.0,3.0,47,518000.0,1,1,1.0,1,81284.7,42000.0,68000.0,14509.0,46756.16,18993.0,42.0,11.0,104981.0,55633.64,121834.5,1.0,25.0,20203.0,15998.0,225791.0,58,100.0,113699.0,2090.17,0,1,0,1,209353.7125
2899,17899,37.0,10.200000000000001,5,883.0,1,10.0,5736.04,1462.0,13325.46,1910.18,9856.41,631.0,26.0,43.0,11.0,8.0,1.0,17,525000.0,1,1,1.0,1,39851.93,674291.83,12560.0,-5715.49022999999,97630.0,293052.41,46.0,1.0,21769.0,41009.63,7067.35,31.0,5.0,243528.0,76954.53,64759.7,36,63.0,36308.0,4051.35,0,1,0,0,125691.0
2900,17900,66.0,18.400000000000002,3,269.0,1,3.0,1344.0,2225.49,6426.89,23627.0,6271.21,389.0,6.0,5.0,35.0,5.0,28.0,2,244000.0,1,1,1.0,1,3925.0,64491.0,6000.0,6885.0,83560.9,161534.0,20.0,6.0,94450.0,52342.94,37545.0,3.0,108.0,80500.0,22592.55,99834.5,6,120.0,29471.0,9058.04,0,1,0,1,116907.5
2901,17901,222.0,121.80000000000001,7,454.0,1,17.0,56741.37,7608.6,4937.07,7687.0,3069.56,416.52,9.0,3.0,59.0,3.0,7.0,68,44000.0,1,1,1.0,1,2173459.0,98110.0,105000.0,16455.0,442769.84,131679.0,43.0,43.0,19672.0,1777.0,101621.0,43.0,43.0,43270.0,35419.72,51335.0,47,113.0,56289.0,41052.26,0,1,0,1,163854.91666666666
2902,17902,37.0,13.600000000000001,4,809.0,0,10.0,3926.5,4667.0,4606.5,1232.0,10582.0,7153.0,7.0,23.0,13.0,22.0,14.0,1,293000.0,1,1,1.0,1,1895.04,22400.0,300500.0,5773.0,24481.68,21009.0,91.0,33.0,36135.0,71736.11,36811.98,8.0,14.0,19165.0,21780.79,79320.0,12,21.0,128108.0,4325.96,0,1,0,1,162877.08333333334
2903,17903,53.0,23.1,5,683.0,1,7.0,51917.6,5336.89,8991.0,7201.4,23520.0,2696.0,10.0,128.0,27.0,60.0,5.0,2,160000.0,1,1,1.0,1,5210.85,3084.5,583.0,1992.0,85699.85,99880.0,63.0,1.0,32459.0,15125.0,122214.33,9.0,29.0,104687.0,75495.45,100641.75,5,38.0,46517.0,18268.95,0,1,0,1,148767.41666666666
2904,17904,27.0,1.4000000000000001,3,355.0,1,12.0,2857.2,7538.0,1276.14,3842.0,4716.2,1421.66,2.0,31.0,7.0,24.0,5.0,3,157000.0,1,1,1.0,1,4900.4,506383.85,49975.0,7984.0,117769.89,49625.51,12.0,31.0,32009.0,63588.37,321685.0,3.0,8.0,19287.0,122625.72,500683.9624000012,14,83.0,51845.0,1715.31,0,1,0,1,150688.12916666668
2905,17905,66.0,32.2,6,653.0,1,4.0,20597.42,4868.0,5696.3,13093.0,22583.0,196.0,10.0,1.0,47.0,60.0,5.0,26,494000.0,1,1,1.0,1,123295.4,446457.0,565.0,5730.0,21410.5,29768.0,36.0,2.0,36135.0,46489.15,26835.0,4.0,14.0,56956.0,355023.37,19723.0,40,1.0,27170.0,1937.81,1,1,0,1,204230.83333333334
2906,17906,49.0,14.5,7,623.0,1,14.0,9644.2,14614.0,19403.0,4027.0,70892.745,1300.0,6.0,66.0,44.0,6.0,26.0,98,164000.0,1,1,1.0,1,15250.79,43021.0,254000.0,6613.0,23496.72,61055.05,10.0,1.0,41254.0,74493.24,7064.0,2.0,81.0,42250.0,28367.01,124918.0,4,38.0,4253.6,3201.4,0,0,0,1,155169.16666666666
2907,17907,46.0,2.6,10,299.0,1,3.0,10254.42,31971.03,20776.5,4062.5,6551.3,1462.0,43.0,4.0,6.0,3.0,4.0,54,528000.0,1,1,1.0,1,720551.4,17000.0,5540.0,20790.0,40738.73,83756.5,46.0,2.0,25677.0,63145.5,99718.0,7.0,14.0,108548.0,116653.68,160187.0,2,106.0,22892.0,6554.99,0,1,0,0,108736.5
2908,17908,33.0,6.5,2,394.0,0,3.0,4244.0,8591.0,43594.15,2716.01,1423.97,473.59,44.0,22.0,72.0,47.0,2.0,5,199999.0,1,1,1.0,1,1641785.0,252369.0,12337.0,4063.0,13023.25,25076.0,15.0,9.0,33164.0,48936.53,88768.35,1.0,14.0,135837.0,76901.99,298.0,12,13.0,24744.0,19481.55,0,1,0,1,177506.2125
2909,17909,27.0,5.6000000000000005,4,394.0,1,2.0,897.92,22558.0,16317.59,8929.9,10245.61,899.4,16.0,56.0,44.0,50.0,6.0,9,109000.0,1,1,1.0,1,5914.15,134000.0,925.0,14509.0,135176.24,89830.0,90.0,13.0,45645.0,2836.27,34407.0,70.0,69.0,428.03,10665.5,3769.0,21,58.0,39878.0,3851.03,0,1,0,1,165153.25
2910,17910,36.0,1.6,3,743.0,0,2.0,46481.95,8349.0,27014.4,8602.0,3574.55,3575.0,8.0,8.0,10.0,18.0,46.0,1,518000.0,1,1,1.0,1,73010.0,143000.0,768.0,277.0,31609.95,22390.0,35.0,19.0,29875.0,46086.9,27983.41,43.0,36.0,44059.0,74084.41,41882.75,3,12.0,29464.0,7611.69,0,1,0,1,184246.00833333333
2911,17911,30.0,5.0,1,374.0,1,14.0,2626.81,18340.0,1645.5,894.0,746.5,1799.0,1.0,81.0,35.0,1.0,3.0,70,138000.0,1,1,1.0,1,58928.67,110135.86,50000.0,12174.0,34483.25,86141.0,39.0,1.0,140250.0,2836.27,34640.0,6.0,14.0,38534.0,200192.5,115164.0,40,9.0,25461.0,2847.25,0,1,0,1,160625.0
2912,17912,30.0,5.0,1,858.0,1,18.0,19683.88,4345.52,14809.48,3084.5,9101.0,1456.82,2.0,10.0,82.0,1.0,3.0,67,595000.0,1,1,1.0,1,45036.0,446457.0,2214.0,3897.0,9228.89,25230.0,62.0,17.0,34796.0,119052.51,50578.0,4.0,50.0,32524.0,11315.35,75050.09,36,18.0,39748.0,247.28,0,1,1,0,131861.3325
2913,17913,60.0,24.0,4,968.0,1,3.0,29613.55,3475.4,63573.94,2319.0,12335.88,11991.75,1.0,37.0,2.0,18.0,27.0,1,410000.0,1,1,1.0,1,3380.0,232235.65,8060.0,5439.0,238940.0,72678.0,59.0,13.0,41396.0,33020.38,40939.0,70.0,108.0,42377.0,174225.0,103893.0,42,120.0,19694.0,31.5376,0,1,0,1,169240.87916666668
2914,17914,120.0,30.0,6,355.0,1,7.0,25681.0,7008.0,34112.76,15598.0,25424.06,13187.5,57.0,3.0,112.0,57.0,4.0,8,567000.0,1,1,1.0,1,124929.75,1372927.14,300500.0,5730.0,62740.75,216699.0,22.0,1.0,60206.0,255687.41,17217.0,2.0,20.0,12431.0,15998.0,35071.0,2,1.0,42381.0,8878.73,0,1,0,1,180256.5
2915,17915,62.0,42.0,10,558.0,0,18.0,18870.93,2055.0,20448.0,5528.0,3920.14,14611.0,6.0,1.0,89.0,1.0,18.0,34,104000.0,1,1,1.0,1,213557.15,97000.0,13533.0,5439.0,130934.24,19248.0,40.0,5.0,36300.0,59824.57,126732.0,0.0,171.0,46422.0,52157.63,58408.0,14,68.0,59208.0,42156.57,1,1,1,0,198389.83333333334
2916,17916,33.0,7.800000000000001,3,809.0,1,2.0,9337.0,15551.34,15168.67,22378.0,921.0,2756.02,80.0,10.0,3.0,1.0,56.0,47,240000.0,1,1,1.0,1,20049.0,6.0,7162.0,5773.0,59839.53,528718.6100000005,16.0,13.0,19712.0,22184.5,53978.0,3.0,5.0,21241.05,51981.54,34348.0,2,50.0,34760.0,12264.27,0,1,0,1,171326.12916666668
2917,17917,30.0,9.0,6,737.0,1,20.0,732.93,1842.0,3314.1,954.42,2470.0,381.0,18.0,128.0,11.0,24.0,2.0,8,195000.0,1,1,1.0,1,8043.25,45769.27,1052.0,9415.0,58130.34,25197.0,62.0,36.0,26650.0,78041.02,29730.0,42.0,77.0,127744.0,49091.23,309.0,21,96.0,26194.0,13372.41,0,1,0,0,194020.91666666666
2918,17918,40.0,2.0,5,927.0,0,11.0,5215.11,6662.5,3615.0,1921.0,3728.0,1474.0,53.0,83.0,47.0,50.0,3.0,80,34000.0,1,1,1.0,1,5809950.0,1194405.5,51520.0,-6281.37987999999,30613.5,99647.5,11.0,2.0,29640.0,18291.45,162969.46,5.0,24.0,198650.0,15621.26,15686.0,3,11.0,38288.0,12490.82,0,1,0,0,135961.25
2919,17919,118.0,68.60000000000001,2,366.0,1,15.0,4228.04,7008.0,34114.25,2267.5,637.0,7597.0,6.0,22.0,110.0,2.0,36.0,12,501000.0,1,1,1.0,1,125811.0,2625.16,13873.0,-4679.0,1563.35,45837.0,10.0,1.0,176879.0,33794.41,11600.0,2.0,5.0,20083.0,88468.5,100839.79,46,39.0,15225.0,2100.58,0,1,1,0,184986.7125
2920,17920,27.0,5.6000000000000005,7,233.0,0,15.0,70366.0,1963.0,5452.69,1622.8,2505.0,3928.12,1.0,13.0,50.0,53.0,4.0,17,510000.0,1,1,1.0,1,13659.0,1163405.86,54101.0,1332.0,3236.25,21459.0,10.0,13.0,55140.0,7470.82,76497.0,16.0,20.0,19277.0,37488.14,3517.0,40,50.0,20923.0,133276.61020000032,0,1,0,1,219586.12916666665
2921,17921,27.0,3.5,1,445.0,1,13.0,10853.97,239.0,1767.0,2503.0,9717.3,390.0,37.0,23.0,50.0,2.0,38.0,70,371000.0,1,1,1.0,1,24832.0,16000.0,68000.0,5464.0,23916.07,81394.0,52.0,1.0,28331.0,115394.31,13933.0,6.0,59.0,25003.0,70119.63,42135.0,4,10.0,74780.0,2400.0,0,0,0,1,140684.54583333334
2922,17922,47.0,18.900000000000002,1,924.0,1,16.0,8434.89,14853.0,6431.0,6751.76,8979.5,4355.0,2.0,32.0,87.0,22.0,18.0,79,453000.0,1,1,1.0,1,28844.0,157624.24,8333.0,1992.0,28326.16,116782.0,46.0,3.0,39669.0,19436.0,55734.0,6.0,59.0,67363.54,240163.11,23875.0,2,63.0,33810.0,8971.96,0,1,1,0,109921.66666666667
2923,17923,30.0,5.0,1,799.0,1,20.0,7821.44,6135.0,51745.06,13997.0,3446.08,26624.0,28.0,71.0,59.0,1.0,25.0,5,256000.0,1,1,1.0,1,58834.74,273221.0,16114.0,12415.0,8563.25,22910.0,43.0,1.0,32835.0,22449.59,33615.0,2.0,81.0,31042.0,32418.44,66609.0,4,103.0,27569.0,776.91,0,1,0,1,196597.2958333333
2924,17924,35.0,3.0,3,268.0,0,19.0,1515.85,146.97,5913.0,3155.0,5240.18,7240.0,1.0,50.0,4.0,3.0,25.0,80,345000.0,1,1,1.0,1,53374.97,24000.0,579.0,3897.0,23184.22,459.0,29.0,2.0,34567.0,26576.89,16607.0,4.0,20.0,23269.0,57389.14,36041.0,9,103.0,28016.0,12032.5,0,1,0,1,140760.9625
2925,17925,62.0,37.800000000000004,1,485.0,0,3.0,5298.77,17925.04,4897.72,10488.0,5171.7,13421.77,10.0,9.0,6.0,15.0,1.0,47,402000.0,1,1,1.0,1,47450.2,5350.0,12000.0,173.0,215117.32,369031.0,43.0,2.0,400012.7400000003,72714.58,75277.0,3.0,8.0,19549.0,32607.2,84642.5,3,58.0,3649.0,85.33,1,1,0,1,139082.0
2926,17926,35.0,4.5,1,525.0,1,4.0,72380.17,60095.0,6133.2,12978.38,15581.0,1326.0,24.0,23.0,59.0,3.0,31.0,80,383000.0,1,1,1.0,1,54453.8,1752254.0,19400.0,12415.0,106142.46,35135.0,16.0,36.0,8643.0,226478.32,23528.0,43.0,82.0,198087.0,20871.0,220153.48,3,21.0,22738.37,1588.6,0,1,1,0,117416.75
2927,17927,30.0,7.0,4,858.0,1,14.0,3656.0,1224.0,37150.76,2203.0,15407.0,2270.0,19.0,23.0,105.0,2.0,1.0,79,371000.0,1,1,1.0,1,3950.0,53750.0,639.0,1500.0,19674.85,33526.0,11.0,2.0,43202.0,104908.33,131888.0,6.0,4.0,102500.0,35589.52,928.0,10,18.0,28618.0,5117.03,0,1,0,1,140634.58333333334
2928,17928,55.0,14.0,1,643.0,1,20.0,17705.33,11235.55,6685.47,182.0,14190.5,1422.0,12.0,10.0,135.0,44.0,2.0,16,263000.0,1,1,1.0,1,5045.13,189246.0,505.0,5730.0,28148.17,22272.0,24.0,3.0,5503.0,12563.81,79235.0,4.0,108.0,18316.0,28095.04,66780.29,4,76.0,31000.0,26455.98,0,1,0,1,155981.58333333334
2929,17929,39.0,19.0,9,233.0,1,16.0,46441.87,4302.0,9692.35,3078.89,5157.0,4784.32,12.0,26.0,72.0,7.0,26.0,13,525000.0,1,1,1.0,1,185669.2,273221.0,5905.0,10455.0,19233.95,89924.31,4.0,15.0,22347.0,26473.56,86479.18,5.0,82.0,23483.0,89293.39,87918.0,94,11.0,317800.0,12224.82,1,1,0,1,193185.41666666666
2930,17930,28.0,6.4,2,505.0,1,16.0,26058.44,272.0,7571.0,785.0,3347.0,8467.62,531.0,43.0,82.0,4.0,15.0,1,47000.0,1,1,1.0,1,293418.75,43545.0,16114.0,-5998.43994,10302.28,61222.87,3.0,3.0,1174.0,12588.88,19343.0,3.0,8.0,26345.0,79793.8,694.0,4,7.0,46047.0,8040.3,0,1,0,1,215338.7958333333
2931,17931,120.0,30.0,1,269.0,1,11.0,9227.75,625.0,1745.0,1088.0,16159.02,5079.4,26.0,65.0,13.0,50.0,44.0,10,489000.0,1,1,1.0,1,544500.0,42000.0,16004.0,1992.0,68168.69,15178.0,2.0,19.0,168332.85,5166.0,38636.0,6.0,28.0,42643.0,76056.51,19640.5,94,24.0,24387.0,7269.33,1,1,0,1,139929.33333333334
2932,17932,32.0,2.4000000000000004,10,631.0,1,9.0,3984.78,2347.0,15708.01,11489.52,13350.5,12803.75,2.0,9.0,74.0,24.0,2.0,3,362000.0,1,1,1.0,1,61186.36,117890.0,48500.0,-5942.0,17584.92,35470.0,63.0,19.0,287681.31,66123.49,5011.0,1.0,20.0,9811.0,6266.0,31573.0,22,68.0,27430.0,614.16,0,1,0,1,156813.87916666668
2933,17933,58.0,22.8,2,937.0,1,11.0,8344.23,7222.0,16982.76,467.49,1386.0,2683.35,17.0,67.0,6.0,10.0,18.0,18,152000.0,1,1,1.0,1,41883.6,295150.9,48374.0,6613.0,150309.0,95371.0,12.0,4.0,33175.0,20073.25,132909.33,8.0,81.0,99900.0,19283.48,155257.0,94,32.0,51287.0,25375.27,0,1,0,1,144010.75
2934,17934,39.0,5.7,3,366.0,0,19.0,47809.55,6890.42,13924.0,1027.0,7259.0,852.9,29.0,11.0,10.0,1.0,55.0,1,408000.0,1,1,1.0,1,291969.2,10701.0,11379.0,5340.0,206890.5,80314.67,46.0,3.0,26844.0,134288.65,110552.0,3.0,12.0,21423.0,90126.95,9839.72,3,57.0,25406.0,1442.54,0,1,1,0,176559.0
2935,17935,42.0,11.0,7,683.0,1,5.0,55502.53,16561.89,22296.6,9684.76,22362.62,4185.0,531.0,36.0,16.0,24.0,3.0,28,536000.0,1,1,1.0,1,5308.1,429273.4,16114.0,6916.0,18124.0,74352.0,147.0,3.0,26604.0,1198.9262,91159.0,4.0,6.0,14960.0,51913.73,45051.0,3,75.0,36221.0,12241.42,0,0,0,1,173098.62916666668
2936,17936,29.0,7.2,5,505.0,1,13.0,8669.0,20258.0,9190.0,3471.0,5493.0,628.0,5.0,3.0,9.0,4.0,46.0,39,568000.0,1,1,1.0,1,1235.85,138732.3,2019.0,2337.0,59131.5,104800.24,42.0,2.0,94812.0,12120.51,70006.0,0.0,67.0,28234.0,29509.61,60840.75,11,32.0,28437.0,2366.8,1,1,0,1,146926.08333333334
2937,17937,42.0,22.0,3,684.0,0,20.0,15827.08,5129.93,11174.63,1509.0,6780.0,41199.0,6.0,10.0,4.0,20.0,1.0,98,104000.0,1,1,1.0,1,115.45,13299.0,678.0,6885.0,91461.36,10487.2,77.0,36.0,41100.0,30066.0,87096.0,6.0,38.0,71196.0,16898.0,45464.0,21,113.0,160.0,3578.17,1,1,1,0,94101.0
2938,17938,120.0,30.0,4,614.0,1,15.0,24737.1,2489.86,6341.0,5995.68,15366.475,1929.0,100.0,29.0,44.0,10.0,2.0,5,44000.0,1,1,1.0,1,71191.8,172131.0,23160.0,-6301.0,32912.8,2496.5,46.0,2.0,26457.0,56514.0,5344.35,0.0,20.0,25898.0,3173.55,11203.0,6,11.0,4650.0,13350.53,0,1,0,1,192820.58333333334
2939,17939,53.0,23.1,4,796.0,1,8.0,10669.0,650.24,2456.47,3173.0,1971.56,6064.0,124.0,81.0,67.0,60.0,37.0,1,75000.0,1,1,1.0,1,156875.0,289469.58,56305.0,-5942.0,40034.84,88229.31,46.0,0.0,47091.0,58217.8,79251.0,6.0,12.0,24355.0,168566.73,36317.0,3,21.0,46082.0,16297.37,0,0,0,1,190740.0
2940,17940,62.0,16.8,4,259.0,1,16.0,10391.67,18683.0,26743.68,8263.59,1819.5,612.4,63.0,2.0,4.0,30.0,1.0,6,381000.0,1,1,1.0,1,50550.5,82907.34,155205.0,1500.0,132181.02,36210.25,147.0,5.0,26493.0,94690.61,68653.0,6.0,27.0,32478.0,34135.45,322180.0,42,107.0,27093.79,174.94,0,1,0,1,192103.08333333334
2941,17941,30.0,9.0,5,300.0,1,15.0,17673.98,9999.03,1860.27,2156.06,19134.0,254.88,1.0,2.0,74.0,47.0,26.0,47,393000.0,1,1,1.0,1,8209320.0,157000.0,768.0,6916.0,56314.11,13648.0,3.0,29.0,34064.0,162493.57,36887.0,23.0,86.0,42278.0,50520.6,25378.5,47,36.0,21675.0,5708.13,0,1,0,0,179717.08333333334
2942,17942,42.0,13.200000000000001,9,330.0,1,13.0,2338.5,13678.07,4824.0,4794.27,5099.0,5346.72,1.0,30.0,50.0,1.0,14.0,54,136000.0,1,1,1.0,1,1581000.0,3342.51,25524.0,6885.0,6326.15,114321.86,16.0,1.0,15091.0,32971.04,47842.24,9.0,108.0,21047.0,35803.0,29408.32,6,57.0,262176.0,241.21,0,0,0,1,178746.83333333334
